date_month,RR,NBJRR1,NBJRR5,NBJRR10,NBJBROU
1988-10-01,6.4799999999999995,12.0,6.0,1.0,0.0
1988-11-01,4.4399999999999995,8.0,3.0,1.0,0.0
1988-12-01,6.470000000000001,4.0,2.0,1.0,0.0
1989-01-01,2.77,6.0,2.0,1.0,0.0
1989-02-01,5.0200000000000005,13.0,4.0,0.0,0.0
1989-03-01,9.83,13.0,6.0,1.0,0.0
1989-04-01,8.24,15.0,7.0,4.0,0.0
1989-05-01,1.1,3.0,1.0,0.0,0.0
1989-06-01,4.6899999999999995,8.0,5.0,0.0,0.0
1989-07-01,3.3899999999999997,9.0,2.0,0.0,0.0
1989-08-01,2.91,5.0,2.0,1.0,0.0
1989-09-01,4.4,7.0,3.0,3.0,0.0
1989-10-01,3.09,8.0,3.0,0.0,0.0
1989-11-01,3.37,9.0,4.0,0.0,0.0
1989-12-01,7.26,11.0,6.0,1.0,0.0
1990-01-01,4.279999999999999,9.0,4.0,1.0,0.0
1990-02-01,9.89,13.0,6.0,3.0,0.0
1990-03-01,1.2,3.0,1.0,0.0,0.0
1990-04-01,6.35,11.0,6.0,2.0,0.0
1990-05-01,0.72,3.0,0.0,0.0,0.0
1990-06-01,6.3100000000000005,13.0,4.0,1.0,0.0
1990-07-01,2.44,4.0,2.0,1.0,0.0
1990-08-01,0.8099999999999999,4.0,0.0,0.0,0.0
1990-09-01,5.08,6.0,5.0,2.0,0.0
1990-10-01,7.58,10.0,4.0,2.0,0.0
1990-11-01,2.2600000000000002,7.0,0.0,0.0,0.0
1990-12-01,4.38,10.0,6.0,0.0,0.0
1991-01-01,6.36,11.0,6.0,1.0,0.0
1991-02-01,1.35,4.0,0.0,0.0,0.0
1991-03-01,6.3,10.0,5.0,2.0,0.0
1991-04-01,3.5,6.0,3.0,1.0,0.0
1991-05-01,2.44,5.0,2.0,0.0,0.0
1991-06-01,4.4799999999999995,12.0,2.0,1.0,0.0
1991-07-01,4.4,8.0,4.0,1.0,0.0
1991-08-01,1.19,3.0,1.0,0.0,0.0
1991-09-01,5.5,7.0,3.0,2.0,0.0
1991-10-01,2.73,8.0,0.0,0.0,0.0
1991-11-01,5.7299999999999995,10.0,4.0,2.0,0.0
1991-12-01,2.62,5.0,2.0,0.0,0.0
1992-01-01,0.86,4.0,0.0,0.0,0.0
1992-02-01,2.17,7.0,1.0,0.0,0.0
1992-03-01,4.720000000000001,14.0,3.0,1.0,0.0
1992-04-01,2.69,9.0,1.0,0.0,0.0
1992-05-01,12.040000000000001,6.0,5.0,4.0,0.0
1992-06-01,8.3,12.0,4.0,3.0,0.0
1992-07-01,2.5,8.0,1.0,0.0,0.0
1992-08-01,4.93,9.0,3.0,2.0,0.0
1992-09-01,3.8299999999999996,10.0,2.0,1.0,0.0
1992-10-01,4.5200000000000005,9.0,4.0,0.0,0.0
1992-11-01,6.9,18.0,5.0,1.0,0.0
1992-12-01,5.17,5.0,4.0,3.0,0.0
1993-01-01,5.25,8.0,2.0,1.0,0.0
1993-02-01,1.55,4.0,1.0,1.0,0.0
1993-03-01,0.95,2.0,1.0,0.0,0.0
1993-04-01,12.629999999999999,16.0,9.0,4.0,0.0
1993-05-01,5.49,10.0,5.0,1.0,0.0
1993-06-01,4.64,7.0,3.0,2.0,0.0
1993-07-01,3.07,12.0,3.0,0.0,0.0
1993-08-01,0.32,1.0,0.0,0.0,0.0
1993-09-01,7.99,13.0,7.0,3.0,0.0
1993-10-01,9.879999999999999,12.0,5.0,3.0,0.0
1993-11-01,3.2,6.0,3.0,1.0,0.0
1993-12-01,8.540000000000001,20.0,6.0,1.0,0.0
1994-01-01,6.63,16.0,7.0,0.0,0.0
1994-02-01,5.5,12.0,4.0,2.0,0.0
1994-03-01,3.3299999999999996,12.0,1.0,0.0,0.0
1994-04-01,6.0,10.0,6.0,3.0,0.0
1994-05-01,5.2299999999999995,14.0,3.0,1.0,0.0
1994-06-01,4.470000000000001,8.0,3.0,1.0,0.0
1994-07-01,8.940000000000001,7.0,5.0,4.0,0.0
1994-08-01,7.12,8.0,4.0,3.0,0.0
1994-09-01,5.9799999999999995,12.0,4.0,1.0,0.0
1994-10-01,4.38,13.0,3.0,0.0,0.0
1994-11-01,5.11,7.0,3.0,2.0,0.0
1994-12-01,5.470000000000001,16.0,3.0,0.0,0.0
1995-01-01,10.74,18.0,9.0,2.0,0.0
1995-02-01,7.8,22.0,5.0,2.0,0.0
1995-03-01,6.07,12.0,4.0,1.0,0.0
1995-04-01,6.470000000000001,9.0,6.0,3.0,0.0
1995-05-01,8.43,6.0,6.0,3.0,0.0
1995-06-01,4.43,9.0,3.0,2.0,0.0
1995-07-01,10.09,10.0,4.0,3.0,0.0
1995-08-01,3.5,6.0,2.0,2.0,0.0
1995-09-01,7.06,14.0,6.0,3.0,0.0
1995-10-01,1.15,6.0,0.0,0.0,0.0
1995-11-01,1.61,6.0,1.0,0.0,0.0
1995-12-01,4.12,12.0,4.0,0.0,0.0
1996-01-01,5.04,10.0,4.0,1.0,0.0
1996-02-01,4.95,12.0,4.0,1.0,0.0
1996-03-01,2.2399999999999998,7.0,1.0,0.0,0.0
1996-04-01,0.9400000000000001,3.0,0.0,0.0,0.0
1996-05-01,3.9799999999999995,14.0,2.0,0.0,0.0
1996-06-01,1.1400000000000001,5.0,1.0,0.0,0.0
1996-07-01,2.82,4.0,1.0,1.0,0.0
1996-08-01,6.55,8.0,4.0,2.0,0.0
1996-09-01,4.11,4.0,3.0,2.0,0.0
1996-10-01,3.2299999999999995,10.0,3.0,0.0,0.0
1996-11-01,8.01,16.0,8.0,1.0,0.0
1996-12-01,2.8,10.0,0.0,0.0,0.0
1997-01-01,0.49000000000000005,2.0,0.0,0.0,0.0
1997-02-01,7.17,13.0,5.0,3.0,0.0
1997-03-01,0.93,4.0,0.0,0.0,0.0
1997-04-01,1.22,3.0,1.0,0.0,0.0
1997-05-01,9.459999999999999,12.0,7.0,5.0,0.0
1997-06-01,13.0,20.0,6.0,1.0,0.0
1997-07-01,1.69,4.0,1.0,0.0,0.0
1997-08-01,8.3,7.0,4.0,3.0,0.0
1997-09-01,0.5,1.0,1.0,0.0,0.0
1997-10-01,4.12,8.0,2.0,1.0,0.0
1997-11-01,7.01,14.0,4.0,2.0,1.0
1997-12-01,11.26,14.0,8.0,4.0,0.0
1998-01-01,5.46,10.0,4.0,1.0,0.0
1998-02-01,0.86,4.0,0.0,0.0,0.0
1998-03-01,2.09,7.0,1.0,0.0,0.0
1998-04-01,14.05,21.0,10.0,6.0,0.0
1998-05-01,2.0,7.0,0.0,0.0,0.0
1998-06-01,4.16,12.0,3.0,0.0,0.0
1998-07-01,4.8,9.0,3.0,2.0,0.0
1998-08-01,5.66,7.0,2.0,2.0,0.0
1998-09-01,9.34,15.0,8.0,4.0,0.0
1998-10-01,11.58,16.0,7.0,5.0,0.0
1998-11-01,3.1399999999999997,9.0,1.0,0.0,0.0
1998-12-01,4.82,18.0,1.0,0.0,0.0
1999-01-01,5.18,11.0,3.0,1.0,0.0
1999-02-01,4.279999999999999,14.0,2.0,0.0,0.0
1999-03-01,3.3299999999999996,12.0,1.0,0.0,0.0
1999-04-01,7.029999999999999,12.0,5.0,2.0,0.0
1999-05-01,8.120000000000001,7.0,4.0,3.0,0.0
1999-06-01,4.09,10.0,3.0,0.0,0.0
1999-07-01,3.0100000000000002,5.0,1.0,1.0,0.0
1999-08-01,3.9,8.0,2.0,1.0,0.0
1999-09-01,8.75,12.0,6.0,3.0,0.0
1999-10-01,5.55,12.0,3.0,1.0,0.0
1999-11-01,3.25,10.0,2.0,1.0,0.0
1999-12-01,13.0,19.0,12.0,6.0,0.0
2000-01-01,2.1100000000000003,6.0,1.0,0.0,0.0
2000-02-01,5.14,16.0,2.0,0.0,0.0
2000-03-01,3.5,9.0,3.0,0.0,0.0
2000-04-01,9.92,18.0,5.0,3.0,0.0
2000-05-01,7.790000000000001,13.0,4.0,3.0,0.0
2000-06-01,2.94,4.0,2.0,2.0,0.0
2000-07-01,13.89,16.0,10.0,7.0,0.0
2000-08-01,5.61,8.0,3.0,2.0,0.0
2000-09-01,4.87,9.0,3.0,1.0,0.0
2000-10-01,12.59,12.0,9.0,5.0,0.0
2000-11-01,9.47,18.0,9.0,4.0,0.0
2000-12-01,7.7700000000000005,16.0,5.0,2.0,0.0
2001-01-01,6.4,14.0,6.0,1.0,0.0
2001-02-01,4.4799999999999995,12.0,3.0,1.0,0.0
2001-03-01,13.88,22.0,10.0,3.0,0.0
2001-04-01,6.779999999999999,15.0,6.0,2.0,0.0
2001-05-01,3.3200000000000003,6.0,1.0,1.0,0.0
2001-06-01,4.14,6.0,3.0,1.0,0.0
2001-07-01,20.56,11.0,7.0,4.0,0.0
2001-08-01,4.34,8.0,4.0,1.0,0.0
2001-09-01,7.709999999999999,15.0,5.0,2.0,0.0
2001-10-01,6.38,12.0,5.0,2.0,0.0
2001-11-01,4.3100000000000005,10.0,3.0,1.0,0.0
2001-12-01,4.2299999999999995,7.0,3.0,1.0,0.0
2002-01-01,2.32,5.0,1.0,0.0,1.0
2002-02-01,8.35,13.0,5.0,2.0,0.0
2002-03-01,6.57,10.0,4.0,2.0,0.0
2002-04-01,0.85,3.0,0.0,0.0,0.0
2002-05-01,6.18,14.0,4.0,1.0,0.0
2002-06-01,6.65,6.0,3.0,3.0,0.0
2002-07-01,4.41,9.0,2.0,1.0,0.0
2002-08-01,4.13,10.0,1.0,1.0,0.0
2002-09-01,2.06,7.0,1.0,0.0,0.0
2002-10-01,6.11,11.0,4.0,3.0,1.0
2002-11-01,11.379999999999999,13.0,8.0,7.0,1.0
2002-12-01,6.75,16.0,4.0,2.0,0.0
2003-01-01,4.66,11.0,2.0,0.0,0.0
2003-02-01,2.75,7.0,2.0,0.0,0.0
2003-03-01,1.34,3.0,1.0,0.0,0.0
2003-04-01,3.34,8.0,1.0,1.0,1.0
2003-05-01,6.81,8.0,3.0,3.0,0.0
2003-06-01,6.51,8.0,5.0,2.0,0.0
2003-07-01,5.9799999999999995,8.0,4.0,3.0,0.0
2003-08-01,5.470000000000001,3.0,3.0,2.0,0.0
2003-09-01,1.4300000000000002,3.0,1.0,0.0,0.0
2003-10-01,6.5200000000000005,11.0,5.0,1.0,3.0
2003-11-01,5.779999999999999,11.0,2.0,2.0,3.0
2003-12-01,4.35,9.0,5.0,0.0,2.0
2004-01-01,9.3,16.0,7.0,2.0,1.0
2004-02-01,0.67,2.0,0.0,0.0,0.0
2004-03-01,3.06,7.0,3.0,0.0,0.0
2004-04-01,5.34,13.0,2.0,1.0,0.0
2004-05-01,3.3200000000000003,7.0,3.0,0.0,0.0
2004-06-01,1.26,4.0,0.0,0.0,0.0
2004-07-01,4.15,10.0,4.0,0.0,0.0
2004-08-01,8.49,13.0,6.0,2.0,0.0
2004-09-01,2.6,4.0,2.0,1.0,0.0
2004-10-01,8.61,12.0,5.0,3.0,0.08333333333333333
2004-11-01,2.84,7.0,2.0,0.0,0.16666666666666666
2004-12-01,4.029999999999999,7.0,3.0,1.0,0.25
2005-01-01,4.61,10.0,2.0,1.0,0.3333333333333333
2005-02-01,2.45,6.0,1.0,0.0,0.41666666666666663
2005-03-01,4.46,11.0,4.0,0.0,0.5
2005-04-01,6.590000000000001,12.0,5.0,3.0,0.5833333333333333
2005-05-01,4.5200000000000005,7.0,4.0,3.0,0.6666666666666666
2005-06-01,7.43,8.0,3.0,1.0,0.75
2005-07-01,3.5200000000000005,6.0,3.0,1.0,0.8333333333333333
2005-08-01,4.0600000000000005,8.0,3.0,1.0,0.9166666666666666
2005-09-01,2.8600000000000003,4.0,2.0,1.0,1.0
2005-10-01,2.56,6.0,1.0,0.0,1.0
2005-11-01,2.77,9.0,0.0,0.0,1.0
2005-12-01,2.4899999999999998,9.0,1.0,0.0,1.0
2006-01-01,3.1100000000000003,6.0,2.0,0.0,1.0
2006-02-01,6.0200000000000005,11.0,3.0,2.0,1.0
2006-03-01,6.959999999999999,14.0,5.0,1.0,1.0
2006-04-01,5.0,6.0,3.0,1.0,1.0
2006-05-01,7.359999999999999,15.0,5.0,2.0,1.0
2006-06-01,2.93,4.0,2.0,1.0,1.0
2006-07-01,2.55,6.0,2.0,0.0,1.0
2006-08-01,8.940000000000001,14.0,7.0,4.0,1.0
2006-09-01,3.2700000000000005,5.0,2.0,1.0,1.0
2006-10-01,3.85,8.0,2.0,2.0,1.0
2006-11-01,5.36,9.0,3.0,2.0,1.024390243902439
2006-12-01,6.779999999999999,9.0,5.0,3.0,1.048780487804878
2007-01-01,2.34,10.0,0.0,0.0,1.0731707317073171
2007-02-01,7.8,13.0,6.0,2.0,1.0975609756097562
2007-03-01,3.9,12.0,3.0,0.0,1.1219512195121952
2007-04-01,1.15,1.0,1.0,1.0,1.1463414634146343
2007-05-01,8.190000000000001,13.0,7.0,2.0,1.170731707317073
2007-06-01,4.9,12.0,4.0,0.0,1.1951219512195121
2007-07-01,7.74,11.0,5.0,3.0,1.2195121951219512
2007-08-01,13.330000000000002,15.0,8.0,4.0,1.2439024390243902
2007-09-01,1.65,5.0,1.0,0.0,1.2682926829268293
2007-10-01,5.2299999999999995,5.0,4.0,1.0,1.2926829268292683
2007-11-01,3.37,8.0,2.0,0.0,1.3170731707317074
2007-12-01,5.51,11.0,4.0,1.0,1.3414634146341464
2008-01-01,4.89,9.0,3.0,2.0,1.3658536585365852
2008-02-01,3.2399999999999998,8.0,2.0,1.0,1.3902439024390243
2008-03-01,8.25,19.0,7.0,1.0,1.4146341463414633
2008-04-01,4.64,12.0,3.0,0.0,1.4390243902439024
2008-05-01,6.21,8.0,3.0,1.0,1.4634146341463414
2008-06-01,1.8,5.0,1.0,0.0,1.4878048780487805
2008-07-01,4.07,7.0,3.0,1.0,1.5121951219512195
2008-08-01,5.39,7.0,2.0,2.0,1.5365853658536586
2008-09-01,2.8600000000000003,6.0,1.0,1.0,1.5609756097560976
2008-10-01,7.25,11.0,5.0,2.0,1.5853658536585367
2008-11-01,5.01,14.0,3.0,0.0,1.6097560975609757
2008-12-01,3.29,10.0,2.0,0.0,1.6341463414634148
2009-01-01,5.18,10.0,4.0,1.0,1.6585365853658538
2009-02-01,5.12,10.0,4.0,1.0,1.6829268292682928
2009-03-01,2.96,9.0,2.0,0.0,1.707317073170732
2009-04-01,3.9200000000000004,8.0,3.0,1.0,1.7317073170731707
2009-05-01,6.220000000000001,9.0,4.0,2.0,1.7560975609756098
2009-06-01,6.51,8.0,5.0,3.0,1.7804878048780488
2009-07-01,3.22,10.0,2.0,0.0,1.8048780487804879
2009-08-01,0.75,2.0,1.0,0.0,1.829268292682927
2009-09-01,2.0100000000000002,5.0,2.0,0.0,1.8536585365853657
2009-10-01,5.0200000000000005,10.0,3.0,2.0,1.8780487804878048
2009-11-01,6.04,16.0,4.0,1.0,1.9024390243902438
2009-12-01,7.290000000000001,15.0,8.0,1.0,1.9268292682926829
2010-01-01,3.54,7.0,3.0,1.0,1.951219512195122
2010-02-01,5.26,12.0,3.0,2.0,1.975609756097561
2010-03-01,3.87,9.0,4.0,0.0,2.0
2010-04-01,1.58,3.0,1.0,0.0,1.9090909090909092
2010-05-01,5.54,8.0,5.0,1.0,1.8181818181818181
2010-06-01,7.279999999999999,7.0,4.0,2.0,1.7272727272727273
2010-07-01,7.090000000000001,5.0,3.0,2.0,1.6363636363636362
2010-08-01,4.6899999999999995,12.0,3.0,1.0,1.5454545454545454
2010-09-01,6.63,9.0,5.0,2.0,1.4545454545454546
2010-10-01,3.95,8.0,3.0,0.0,1.3636363636363638
2010-11-01,8.09,14.0,6.0,3.0,1.2727272727272727
2010-12-01,6.92,11.0,5.0,2.0,1.1818181818181817
2011-01-01,5.57,10.0,4.0,2.0,1.0909090909090908
2011-02-01,3.1399999999999997,8.0,3.0,0.0,1.0
2011-03-01,2.13,4.0,2.0,0.0,1.0
2011-04-01,0.8800000000000001,2.0,0.0,0.0,1.0
2011-05-01,0.22000000000000003,1.0,0.0,0.0,1.0
2011-06-01,3.16,5.0,1.5,1.0,1.0
2011-07-01,6.1,9.0,3.0,2.0,1.0
2011-08-01,7.909999999999999,11.0,6.0,4.0,1.0
2011-09-01,3.06,4.0,2.0,1.0,1.0
2011-10-01,2.34,5.0,1.0,0.0,1.0
2011-11-01,4.4,4.0,3.0,3.0,1.0
2011-12-01,9.690000000000001,22.0,7.0,2.0,1.0
2012-01-01,3.2299999999999995,10.0,2.0,1.0,1.0
2012-02-01,0.71,2.0,0.0,0.0,1.0
2012-03-01,1.31,4.0,0.0,0.0,2.0
2012-04-01,6.44,14.0,4.0,1.0,2.125
2012-05-01,6.92,8.0,3.0,2.0,2.25
2012-06-01,9.34,16.0,5.0,4.0,2.375
2012-07-01,7.040000000000001,10.0,5.0,3.0,2.5
2012-08-01,1.61,7.0,0.0,0.0,2.625
2012-09-01,5.54,8.0,6.0,2.0,2.75
2012-10-01,9.629999999999999,13.0,9.0,3.0,2.875
2012-11-01,5.05,10.0,2.0,1.0,3.0
2012-12-01,10.61,20.0,8.0,3.0,3.0
2013-01-01,5.14,15.0,3.0,0.0,3.0
2013-02-01,3.88,11.0,2.0,0.0,1.0
2013-03-01,5.0600000000000005,9.0,3.0,2.0,1.0
2013-04-01,3.45,8.0,2.0,1.0,1.0
2013-05-01,10.49,14.0,5.0,3.0,1.0
2013-06-01,6.2700000000000005,8.0,4.0,3.0,1.0
2013-07-01,3.2399999999999998,5.0,2.0,1.0,1.0
2013-08-01,5.86,5.0,4.0,3.0,1.0
2013-09-01,5.6,9.0,2.0,1.0,1.0
2013-10-01,4.8100000000000005,9.0,6.0,1.0,1.0
2013-11-01,8.870000000000001,13.0,6.0,4.0,1.0
2013-12-01,4.55,10.0,2.0,2.0,1.5
2014-01-01,6.859999999999999,15.0,4.0,1.0,2.0
2014-02-01,5.4799999999999995,15.0,2.0,0.0,1.5
2014-03-01,1.58,6.0,0.0,0.0,1.0
2014-04-01,4.58,7.0,3.0,2.0,1.1428571428571428
2014-05-01,7.87,15.0,5.0,2.0,1.2857142857142856
2014-06-01,6.69,7.0,6.0,3.0,1.4285714285714286
2014-07-01,8.059999999999999,10.0,7.0,3.0,1.5714285714285714
2014-08-01,8.36,12.0,4.0,2.0,1.7142857142857142
2014-09-01,4.57,4.0,2.0,2.0,1.8571428571428572
2014-10-01,5.4,7.0,3.0,2.0,2.0
2014-11-01,6.26,9.0,4.0,2.0,2.0
2014-12-01,6.3100000000000005,11.0,3.0,1.0,2.0
2015-01-01,4.5600000000000005,12.0,4.0,0.0,3.0
2015-02-01,4.84,10.0,5.0,0.0,2.0
2015-03-01,3.15,6.0,2.0,1.0,1.0
2015-04-01,4.470000000000001,6.0,3.0,1.0,1.0
2015-05-01,3.91,12.0,4.0,0.0,1.0
2015-06-01,0.6599999999999999,2.0,0.0,0.0,1.0
2015-07-01,1.7100000000000002,5.0,2.0,0.0,1.0
2015-08-01,6.8,9.0,5.0,2.0,1.0
2015-09-01,6.36,10.0,7.0,2.0,1.0
2015-10-01,5.14,6.0,3.0,3.0,1.0
2015-11-01,5.220000000000001,9.0,3.0,2.0,1.0
2015-12-01,2.29,3.0,2.0,0.0,1.0
2016-01-01,5.05,11.0,3.0,1.0,1.0
2016-02-01,4.6,9.0,3.0,1.0,1.0
2016-03-01,9.0,13.0,7.0,3.0,1.0
2016-04-01,4.2,17.0,1.0,0.0,1.0
2016-05-01,17.369999999999997,13.0,11.0,6.0,1.0
2016-06-01,4.470000000000001,10.0,3.0,1.0,1.0
2016-07-01,2.0,3.0,1.0,1.0,1.25
2016-08-01,1.6,5.0,2.0,0.0,1.5
2016-09-01,3.87,6.0,2.0,1.0,1.75
2016-10-01,2.93,6.0,1.0,1.0,2.0
2016-11-01,6.45,12.0,7.0,1.0,2.5
2016-12-01,2.7399999999999998,2.0,2.0,1.0,3.0
2017-01-01,2.63,8.0,2.0,0.0,1.0
2017-02-01,3.85,6.0,3.0,1.0,2.0
2017-03-01,7.359999999999999,7.0,6.0,3.0,2.0
2017-04-01,1.83,5.0,1.0,1.0,2.0
2017-05-01,6.459999999999999,9.0,4.0,2.0,2.0
2017-06-01,6.12,7.0,6.0,4.0,2.0
2017-07-01,5.199999999999999,8.0,5.0,2.5,2.0
2017-08-01,4.279999999999999,9.0,4.0,1.0,2.0
2017-09-01,8.78,9.0,4.0,2.0,2.0
2017-10-01,2.7800000000000002,5.0,2.0,0.0,1.0
2017-11-01,5.6899999999999995,9.0,3.0,2.0,1.0
2017-12-01,9.540000000000001,18.0,5.0,4.0,1.0
2018-01-01,11.58,17.0,12.0,2.0,1.0
2018-02-01,4.43,9.0,2.0,1.0,1.0
2018-03-01,8.190000000000001,17.0,3.0,3.0,1.0
2018-04-01,5.220000000000001,8.0,5.0,2.0,1.0
2018-05-01,11.15,6.0,5.0,3.0,1.0
2018-06-01,7.609999999999999,6.0,3.0,2.0,1.0
2018-07-01,0.16999999999999998,1.0,0.0,0.0,1.0
2018-08-01,2.83,6.0,1.0,1.0,1.0
2018-09-01,3.24,7.0,1.4,1.0,1.0
2018-10-01,3.65,8.0,1.8,1.0,1.0
2018-11-01,4.0600000000000005,9.0,2.2,1.0,1.0
2018-12-01,4.47,10.0,2.6,1.0,1.0
2019-01-01,4.88,11.0,3.0,1.0,1.0
2019-02-01,4.86,7.0,3.0,2.0,1.0
2019-03-01,4.92,13.0,2.0,1.0,1.0
2019-04-01,2.16,5.0,1.0,0.0,1.0
2019-05-01,8.72,11.0,4.0,2.0,1.0
2019-06-01,0.0,0.0,0.0,0.0,1.0
2019-07-01,1.95,3.0,1.0,1.0,1.0
2019-08-01,6.029999999999999,4.0,4.0,3.0,1.0
2019-09-01,2.43,5.0,2.0,0.0,1.0
2019-10-01,7.51,19.0,5.0,1.0,1.0
2019-11-01,10.23,20.0,9.0,2.0,1.0
2019-12-01,8.28,15.0,6.0,3.0,1.0
2020-01-01,2.6,8.0,1.0,0.0,1.0
2020-02-01,8.48,15.0,6.0,2.0,1.0
2020-03-01,4.42,7.0,3.0,2.0,1.0
2020-04-01,2.19,3.0,2.0,1.0,1.0
2020-05-01,7.040000000000001,5.0,2.0,1.0,1.0
2020-06-01,2.67,6.0,2.0,1.0,1.0
2020-07-01,0.5,2.0,0.0,0.0,1.0
2020-08-01,3.66,6.0,4.0,0.0,1.0
2020-09-01,4.15,8.0,2.0,0.0,1.0
2020-10-01,7.290000000000001,14.0,3.0,2.0,1.0
2020-11-01,1.3199999999999998,4.0,1.0,0.0,1.0
2020-12-01,10.3,17.0,10.0,3.0,1.0
2021-01-01,8.25,15.0,7.0,1.0,1.0
2021-02-01,4.29,10.0,3.0,1.0,1.0
2021-03-01,3.4,10.0,2.0,0.0,1.0
2021-04-01,3.5799999999999996,3.0,2.0,2.0,1.0
2021-05-01,5.57,17.0,4.0,1.0,1.0
2021-06-01,12.309999999999999,13.0,6.0,4.0,1.0
2021-07-01,7.75,8.0,3.0,2.0,1.0
2021-08-01,3.0,4.0,2.0,1.0,1.0
2021-09-01,4.83,10.0,4.0,1.0,1.0
2021-10-01,7.720000000000001,11.0,4.0,2.0,1.0
2021-11-01,2.7,7.0,1.0,0.0,1.0
2021-12-01,6.790000000000001,14.0,4.0,2.0,1.0
2022-01-01,6.5,7.0,4.0,3.0,1.0
2022-02-01,2.73,8.0,1.0,0.0,1.0
2022-03-01,1.7,6.0,0.0,0.0,1.0
2022-04-01,5.279999999999999,6.0,1.0,1.0,1.0
2022-05-01,2.41,4.0,2.0,1.0,1.0
2022-06-01,6.93,11.0,5.0,2.0,1.0
2022-07-01,0.82,3.0,0.0,0.0,1.0
2022-08-01,3.3,4.0,2.0,1.0,1.0
2022-09-01,4.4,11.0,3.0,0.0,1.0
2022-10-01,3.66,9.0,3.0,0.0,1.0
2022-11-01,4.4,12.0,2.0,0.0,1.0
2022-12-01,4.3,11.0,4.0,0.0,1.0
2023-01-01,4.75,11.0,2.0,1.0,1.0
2023-02-01,0.27999999999999997,1.0,0.0,0.0,1.0
2023-03-01,5.13,13.0,2.0,1.0,1.0
2023-04-01,5.89,11.0,5.0,2.0,1.0
2023-05-01,6.17,8.0,3.0,3.0,1.0
2023-06-01,4.88,4.0,3.0,3.0,1.0
2023-07-01,9.22,8.0,6.0,4.0,1.0
2023-08-01,6.65,9.0,3.0,3.0,1.0
2023-09-01,5.88,6.0,2.0,2.0,1.0
2023-10-01,8.59,15.0,7.0,2.0,1.0
2023-11-01,9.440000000000001,19.0,8.0,2.0,1.0
2023-12-01,5.37,11.0,3.0,2.0,1.0
2024-01-01,6.04,8.0,4.0,1.0,1.0
2024-02-01,7.57,13.0,7.0,2.0,1.0
2024-03-01,8.76,16.0,8.0,3.0,1.0
2024-04-01,6.2299999999999995,13.0,6.0,0.0,1.0
2024-05-01,12.17,16.0,9.0,4.0,1.0
2024-06-01,3.53,8.0,2.0,0.0,1.0
2024-07-01,5.83,12.0,3.0,1.0,1.0
2024-08-01,6.25,7.0,4.0,2.0,1.0
2024-09-01,10.77,16.0,7.0,4.0,1.0
2024-10-01,15.680000000000001,12.0,6.0,3.0,1.0
2024-11-01,3.81,5.0,4.0,1.0,1.0
2024-12-01,5.35,10.0,4.0,1.0,1.0
